species,seed,property,coefficient,spearman,r2,mae,spearman_ci_lo,spearman_ci_hi
e_coli,4,hydrophobic_moment,2,0.567576448572,0.2948785571747965,0.3486240651035464,0.5044643338560364,0.6196990198648618
e_coli,4,hydrophobic_moment,3,0.44520523217353297,0.18615175928765704,0.36866060794939554,0.3823803087530071,0.511062499417844
e_coli,5,net_charge,0,0.9607641823109073,0.9317471008466004,0.40394322744844724,0.9535227001263719,0.9666648059086298
e_coli,5,net_charge,1,0.8882084466158126,0.8068096059087237,0.6734268004071747,0.868670876495119,0.9059385888512926
e_coli,5,net_charge,2,0.865090913089829,0.7811141177299785,0.7233440253009772,0.8429871931740384,0.8870753514439228
e_coli,5,net_charge,3,0.8027331391341463,0.6778347138790735,0.8694111912650151,0.7718884450316921,0.8307438683567421
e_coli,5,charge_density,0,0.9740021204838917,0.9468672280115285,0.023685581252301097,0.9687901265362029,0.9779447898620455
e_coli,5,charge_density,1,0.9127590033433748,0.8481700815129645,0.03950069694706702,0.8980039701332369,0.9265757418141412
e_coli,5,charge_density,2,0.8832390310165599,0.809944131632055,0.04474543297882703,0.861153049731717,0.9022976252138846
e_coli,5,charge_density,3,0.822195517568882,0.7090983045515802,0.05427936354618746,0.7914189806665543,0.8509560419378976
e_coli,5,pI,0,0.9004024424532198,0.7531546516026376,0.46278600748275905,0.8815704766758218,0.9169936396919075
e_coli,5,pI,1,0.7565751633440364,0.5748950494079823,0.6226019129135375,0.7163273536246141,0.7938321773302597
e_coli,5,pI,2,0.7501226659657191,0.5602199435708597,0.6395949578875189,0.7112871250203358,0.7881880250984734
e_coli,5,pI,3,0.722828207176497,0.4908986404033523,0.6693689258858624,0.6812133762276392,0.7599449551658443
e_coli,5,mean_hydrophobicity,0,0.9722009425664335,0.9573008420342809,0.1569780323745959,0.9667735516691229,0.9764404686104692
e_coli,5,mean_hydrophobicity,1,0.8838101143751438,0.8088461797292172,0.32493326127575123,0.8614981349788047,0.9032370820288121
e_coli,5,mean_hydrophobicity,2,0.8485536641734209,0.7672298572704258,0.3577587032440299,0.8223551999182912,0.8705832964323615
e_coli,5,mean_hydrophobicity,3,0.7664709283689848,0.6201843124445432,0.46280211893962625,0.7282364397115698,0.8018199921822275
e_coli,5,hydrophilic_fraction,0,0.9500700348881217,0.9153210091585392,0.027102539839673256,0.940400989060128,0.9586794215649664
e_coli,5,hydrophilic_fraction,1,0.8440361425376788,0.7357456624881826,0.047126961419851815,0.8174149047086208,0.8685969647171579
e_coli,5,hydrophilic_fraction,2,0.8312630196548318,0.7037338531188733,0.05127566693680402,0.80333958506711,0.855824699929224
e_coli,5,hydrophilic_fraction,3,0.7152302836613226,0.5460623738338599,0.0634656008742671,0.6736502338093722,0.7591050578718957
e_coli,5,helix_propensity,0,0.9509404472135579,0.9158369256936181,0.03359500896179902,0.9413462353600286,0.958561699280772
e_coli,5,helix_propensity,1,0.8164258846739915,0.6976383740197049,0.06530585984648841,0.787091464613141,0.8432160083327286
e_coli,5,helix_propensity,2,0.7915802962012922,0.6695212125424648,0.06674906796001172,0.759100093884731,0.820374967495419
e_coli,5,helix_propensity,3,0.6267659722926371,0.4842757741004685,0.08513740732073645,0.5768748322518688,0.6772478820745671
e_coli,5,hydrophobic_moment,0,0.8732667691000362,0.7700281115645542,0.1887955214142634,0.851218580579034,0.8910183348290527
e_coli,5,hydrophobic_moment,1,0.7034310095757563,0.5688605027585445,0.2694724552966292,0.6573467981933113,0.7441125388981858
e_coli,5,hydrophobic_moment,2,0.6677887421604167,0.4775989550280004,0.2852602300407517,0.6187947621952833,0.7091660121870259
e_coli,5,hydrophobic_moment,3,0.602409074718323,0.3706173769360743,0.32293344817416314,0.5499388672680859,0.6506712944894649
e_coli,6,net_charge,0,0.9418559042955144,0.8944127870451216,0.5151806911842276,0.9307275184674916,0.9499169675274666
